id,rate
19149,3.94
19147,3.95
19145,3.99
19143,4.04
19141,3.98
46017,3.77
46011,3.78
46013,3.77
12131,3.57
48313,3.58
48315,3.57
48317,3.57
42003,4.23
42001,4.24
48101,3.61
48105,3.65
48507,3.6
48503,3.6
55063,4.05
55065,3.99
55069,4.02
27107,4.54
27105,4.51
27103,4.51
27101,4.52
27109,4.5
20171,4.4
12115,3.67
6065,3.77
6067,3.77
6061,3.8
6063,3.78
6069,3.74
48471,3.43
48473,3.62
48475,3.54
1027,3.78
1029,3.83
51019,4.38
51011,4.43
51015,4.41
21209,4.09
21201,4.11
21207,4.1
21205,4.05
17041,3.82
17043,3.85
50001,4.24
50003,4.28
50005,4.1
50007,4.24
50009,4.19
28133,4.6
28137,4.57
28135,4.58
28139,4.62
20049,4.19
17125,3.83
18013,3.74
18011,3.78
18017,3.7
47141,4.04
47143,4.03
47145,4.09
47147,4.03
21045,4.12
21047,4.09
21043,4.1
45005,3.88
48035,3.54
25025,3.67
25021,3.72
30107,4.38
30105,4.27
30103,4.3
30101,4.38
29145,4.65
37129,4.07
37127,4.07
46045,3.79
46111,3.94
46113,3.95
46115,3.83
46117,3.83
48189,3.63
48183,3.59
48185,3.62
48187,3.63
20187,4.28
20181,4.28
13039,3.67
13035,3.57
13037,3.57
13031,3.62
13033,3.69
51520,4.39
53059,3.7
8019,4.03
8015,3.99
8014,4.04
16063,3.39
48225,3.62
48221,3.61
48223,3.61
55103,4.1
55101,4.1
55107,4.1
55105,4.09
55109,4.06
26041,3.52
26047,3.48
18091,3.72
48079,3.58
48075,3.61
48071,3.59
48073,3.62
23011,4.37
23015,4.35
40045,4
40047,3.97
40041,4
38019,4.34
38015,4.38
38017,4.32
38011,4.38
39059,4.43
39051,4.41
39057,4.42
47033,3.96
12077,3.96
12075,3.69
12071,3.61
20141,4.18
20147,4.43
13309,3.66
13303,3.65
13301,3.63
20109,4.35
20105,4.39
20103,4.44
41055,3.96
41051,3.99
41059,3.94
28079,4.63
1119,3.69
28075,4.62
28073,4.66
28071,4.59
37047,4.18
29067,4.62
29065,4.66
29063,4.64
29061,4.6
29069,4.65
31041,4.56
31045,4.64
31047,4.62
31049,4.67
5039,3.73
5037,3.69
5035,3.76
5033,3.64
5031,3.85
30055,4.58
19073,4
19075,3.92
19079,3.99
53057,3.71
53051,3.8
1095,3.69
29510,4.61
35031,4.26
35033,4.3
35035,4.39
37049,4.13
37043,4.13
6109,3.75
6107,3.74
6105,3.72
6103,3.71
36053,4.58
36051,4.44
49037,3.6
49033,3.58
49031,3.56
48341,3.58
26161,3.68
48177,3.6
51540,4.42
4027,4.12
4021,4.11
42055,4.19
42051,4.22
42053,4.25
48139,3.61
48131,3.58
48133,3.6
48135,3.61
48137,3.61
55033,3.97
55031,3.98
27157,4.51
39157,4.41
39153,4.42
39159,4.48
51047,4.3
21131,4.02
21133,4.05
20007,4.22
20005,4.2
20003,4.18
48441,3.45
48445,3.45
48449,3.61
1011,3.75
1013,3.67
11001,3.78
51023,4.4
51025,4.35
51027,4.44
51029,4.35
19139,4.04
19137,3.96
19135,3.94
19133,3.96
19131,3.98
47117,4.04
47115,4.08
47111,4.04
47119,4.08
21075,4.12
21077,4.11
21071,4
17177,3.83
20037,4.2
24019,4.19
24015,4.23
24017,4.2
24011,4.23
24013,4.23
5101,3.7
37115,4.06
17201,3.74
20201,4.19
51510,4.48
2130,3.78
53013,3.81
53011,3.77
53017,3.74
53015,3.88
16033,3.4
31097,4.54
31093,4.61
6039,3.71
6033,3.77
6031,3.72
6037,3.81
6035,3.72
19083,4.05
19081,4.02
16059,3.44
19085,3.96
16055,3.44
16057,3.42
16051,3.39
16053,3.4
17019,3.87
17013,3.87
17011,3.85
17017,3.59
42103,4.07
42101,4.09
28163,4.61
18041,3.83
18045,3.71
18049,3.8
21223,4.13
20001,4.2
54021,3.98
48045,3.53
48047,3.55
48041,3.54
48043,3.55
48049,3.52
29115,4.64
22027,4.35
22025,4.29
37191,4.15
47011,4
47017,3.97
12027,3.95
12023,3.84
12029,3.64
13087,3.56
13081,3.61
13083,3.73
1129,3.68
28083,4.61
28081,4.62
28089,4.65
31019,4.65
31017,4.66
31015,4.66
31011,4.67
20111,4.36
5065,3.73
5067,3.72
5061,3.69
5069,3.68
30005,4.42
8069,4.04
8067,4.06
8065,3.96
8063,3.98
8061,4.03
19009,3.96
19003,4
19001,3.95
19007,3.89
17093,3.84
17099,3.62
54005,3.94
54007,3.93
54003,3.95
27051,4.49
27053,4.41
27055,4.52
35005,4.3
35007,4.35
35006,4.34
37095,4.04
17113,3.81
17111,3.81
45033,3.98
45039,3.89
38041,4.36
38047,4.31
38049,4.33
40013,3.98
40011,4.02
40019,4.07
42069,4.24
41007,3.92
41005,3.99
28001,4.59
55037,4.09
48167,3.58
48165,3.59
48161,3.6
48169,3.62
29015,4.62
22101,4.31
22103,4.35
56029,4.03
56025,4.09
56027,4.11
56021,4.12
56023,4.09
30083,4.43
31031,4.64
53029,3.74
53027,3.7
53023,3.79
53021,3.79
48419,3.42
48417,3.63
48415,3.65
48413,3.55
48411,3.55
37019,4.16
37013,4.06
37015,4.13
36003,4.48
36005,4.55
36009,4.54
46071,3.81
46077,3.87
46075,3.85
45015,3.93
45011,3.91
45013,3.93
12117,3.78
48335,3.61
48331,3.6
6001,3.78
23025,4.46
12095,3.74
12093,3.51
55049,4.06
55047,4.02
55045,3.99
55043,3.99
55041,3.89
40119,4.1
40117,4.08
40115,4.09
40111,4.1
6043,3.73
21221,4.09
21225,4
21227,4.13
21229,4.11
17063,3.69
17061,3.59
17067,3.76
17065,3.91
28159,4.58
17027,3.84
17025,3.85
17023,3.61
17021,3.65
54015,3.95
17029,3.65
36089,4.57
36081,4.55
36083,4.54
18079,3.69
18071,3.67
18073,3.84
47167,4.08
47165,4.08
47163,4.01
47161,4.08
21023,4
21029,4.15
25005,3.7
25007,3.75
25003,3.71
25009,3.69
19015,4.05
29163,4.66
29161,4.67
29169,4.59
22079,4.26
37149,4.04
37143,4.15
37141,4.13
37145,4.02
